id,left_sel,right_sel,gb_size,time_ms
"max:cases:countriesandterritories:daterep:2020-02-29:2020-03-28",0.0033359888468432585,0.009709221270663215,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-06:2020-03-29",0.0033359888468432585,0.009709221270663215,210,2.0
"max:cases:countriesandterritories:daterep:2020-03-10:2020-04-04",0.003136825333598885,0.010057757418840869,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-28:2020-04-05",0.0033359888468432585,0.010007966540529776,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-10:2020-04-08",0.0033359888468432585,0.010107548297151962,210,2.0
"max:cases:countriesandterritories:daterep:2020-03-19:2020-04-09",0.007418840868352918,0.010157339175463055,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-12:2020-04-11",0.0033359888468432585,0.010207130053774148,210,2.0
"max:cases:countriesandterritories:daterep:2020-03-23:2020-04-11",0.00891256721768572,0.010207130053774148,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-27:2020-04-13",0.0033359888468432585,0.010207130053774148,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-29:2020-04-13",0.0033359888468432585,0.010207130053774148,210,2.0
"max:cases:countriesandterritories:daterep:2020-03-10:2020-04-15",0.003136825333598885,0.010207130053774148,210,2.0
"max:cases:countriesandterritories:daterep:2020-03-21:2020-04-15",0.008514240191196972,0.010207130053774148,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-24:2020-04-23",0.0033359888468432585,0.010207130053774148,210,3.0
"max:cases:countriesandterritories:daterep:2020-01-26:2020-04-25",0.0033359888468432585,0.010207130053774148,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-11:2020-04-25",0.0033359888468432585,0.010207130053774148,210,2.0
"max:cases:countriesandterritories:daterep:2020-03-05:2020-04-25",0.0022405895239992033,0.010207130053774148,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-19:2020-04-27",0.0033359888468432585,0.010256920932085242,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-10:2020-04-28",0.0033359888468432585,0.010256920932085242,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-19:2020-04-29",0.0033359888468432585,0.010256920932085242,210,3.0
"max:cases:countriesandterritories:daterep:2020-02-12:2020-05-02",0.0033359888468432585,0.010356502688707428,210,2.0
